flight,date,time
ABD4400,2022-01-29,00:00:02
VLJ522S,2022-01-29,00:00:02
BCS7117,2022-01-29,00:04:02
NPT09H,2022-01-29,00:12:03
MHV64M,2022-01-29,00:18:02
RYR1092,2022-01-29,00:20:02
BCS450,2022-01-29,00:22:02
MPH7551,2022-01-29,00:33:02
BCS465,2022-01-29,00:35:02
N905FJ,2022-01-29,00:35:02
UTN4485,2022-01-29,00:44:02
BCS52H,2022-01-29,00:46:02
ICE750,2022-01-29,00:47:02
CWY05G,2022-01-29,00:58:02
MNB1551,2022-01-29,01:06:02
NPT010K,2022-01-29,01:13:02
AWC2C,2022-01-29,01:16:02
QTR8892,2022-01-29,01:24:03
BCS460,2022-01-29,01:38:03
BOX195,2022-01-29,01:54:02
NWS517,2022-01-29,01:56:02
BCS462,2022-01-29,02:02:02
QTR8134,2022-01-29,02:10:02
IMX112,2022-01-29,02:40:02
ABR440,2022-01-29,02:43:02
KAC118,2022-01-29,02:48:02
ETH574,2022-01-29,02:49:02
N700YB,2022-01-29,02:49:02
LOT6186,2022-01-29,03:07:02
BCS2214,2022-01-29,03:11:02
UPS208,2022-01-29,03:18:03
ETH500,2022-01-29,03:19:02
ETH552,2022-01-29,03:29:02
NYX301,2022-01-29,03:34:02
AFR023,2022-01-29,03:35:02
AFR333,2022-01-29,03:48:02
NPT4712,2022-01-29,03:49:02
UPS232,2022-01-29,03:59:02
DHK110,2022-01-29,04:06:02
QFA1,2022-01-29,04:17:02
JCO5,2022-01-29,04:19:02
BAW58L,2022-01-29,04:20:02
CPA251,2022-01-29,04:29:02
NWS353,2022-01-29,04:50:02
DLH463,2022-01-29,04:53:02
AFR681,2022-01-29,04:58:02
IMX359,2022-01-29,04:59:02
ABR441,2022-01-29,05:02:02
AAL754,2022-01-29,05:04:02
BEL52B,2022-01-29,05:09:02
BCS2213,2022-01-29,05:10:02
THT8,2022-01-29,05:14:02
BAW40F,2022-01-29,05:32:02
BCS453,2022-01-29,05:32:02
AAL20,2022-01-29,05:34:02
UAL57,2022-01-29,05:34:02
UPS214,2022-01-29,05:35:02
AAL44,2022-01-29,05:40:02
QTR8158,2022-01-29,05:40:02
QTR8164,2022-01-29,05:42:02
ABB112,2022-01-29,05:46:02
BAW254,2022-01-29,05:46:02
VIR12E,2022-01-29,05:49:02
UAL915,2022-01-29,05:49:02
ETD89G,2022-01-29,05:50:02
VIR118,2022-01-29,05:51:02
GFA007,2022-01-29,05:52:02
AAL108,2022-01-29,05:53:02
VIR4C,2022-01-29,05:54:03
AZV777,2022-01-29,05:54:03
UAL999,2022-01-29,05:55:02
DAL262,2022-01-29,06:00:02
AFR351,2022-01-29,06:03:02
BAW246,2022-01-29,06:03:02
TAY011,2022-01-29,06:04:02
VIR138M,2022-01-29,06:05:02
BAW5CA,2022-01-29,06:06:02
AAL100,2022-01-29,06:09:02
DAL82,2022-01-29,06:09:02
VIR132,2022-01-29,06:10:02
QTR41H,2022-01-29,06:10:02
BAW20R,2022-01-29,06:11:02
CFG2209,2022-01-29,06:12:02
BAW6W,2022-01-29,06:12:02
BAW8618,2022-01-29,06:14:03
AFR639,2022-01-29,06:16:02
AFR341,2022-01-29,06:17:02
KLM1046,2022-01-29,06:17:02
ACA876,2022-01-29,06:18:02
VLZ464A,2022-01-29,06:18:02
ACA832,2022-01-29,06:21:02
TOM9BX,2022-01-29,06:21:02
EZY72AE,2022-01-29,06:27:02
EZY85FD,2022-01-29,06:27:02
EZY71NC,2022-01-29,06:27:02
WUK992,2022-01-29,06:27:02
ABG571,2022-01-29,06:28:02
SAZ74,2022-01-29,06:28:02
EZY1961,2022-01-29,06:30:02
KLM90J,2022-01-29,06:30:02
QFA9,2022-01-29,06:30:02
WUK4497,2022-01-29,06:31:02
ACA870,2022-01-29,06:32:02
UTN4489,2022-01-29,06:32:02
EZY98EC,2022-01-29,06:32:02
EZY18RT,2022-01-29,06:32:02
RYR19AR,2022-01-29,06:34:02
DAL98,2022-01-29,06:34:02
RYR103L,2022-01-29,06:35:02
