flight,date,time
RYR935M,2023-04-22,00:00:02
RYR51EH,2023-04-22,00:04:02
EZY41PQ,2023-04-22,00:04:02
RYR58DE,2023-04-22,00:08:02
EZY79LP,2023-04-22,00:12:02
RYR1KW,2023-04-22,00:16:02
RYR92NY,2023-04-22,00:19:02
RRR2986,2023-04-22,00:43:02
RUK3GG,2023-04-22,00:54:02
EZY42WU,2023-04-22,00:56:02
EZY69UL,2023-04-22,01:06:02
EZY79BC,2023-04-22,01:37:02
WUK28FL,2023-04-22,01:42:02
EZY78ZN,2023-04-22,01:42:02
EZY29HL,2023-04-22,01:43:02
TOM6ED,2023-04-22,01:46:02
EZY34BP,2023-04-22,01:53:02
TOM44X,2023-04-22,01:59:02
EZY8038,2023-04-22,02:09:02
CHG552,2023-04-22,02:27:02
DLH401,2023-04-22,04:05:02
AFR293,2023-04-22,04:05:02
ACA80,2023-04-22,04:05:02
UAL944,2023-04-22,04:25:02
CFG2017,2023-04-22,04:34:02
VPCHA,2023-04-22,04:48:02
TRA73V,2023-04-22,04:55:02
DLH411,2023-04-22,05:04:03
DLH423,2023-04-22,05:14:02
BAW74,2023-04-22,05:20:02
UAL3,2023-04-22,05:24:02
KLM714,2023-04-22,05:27:02
AAL704,2023-04-22,05:28:02
BAW78,2023-04-22,05:31:02
EZY62QU,2023-04-22,05:32:02
BAW106,2023-04-22,05:39:02
AUA90,2023-04-22,05:42:02
EZY57BX,2023-04-22,05:43:02
VIR4C,2023-04-22,05:45:02
UAL108,2023-04-22,05:47:02
BAW25GP,2023-04-22,05:47:02
DLH403,2023-04-22,05:48:02
VIR6J,2023-04-22,05:49:02
UAL30,2023-04-22,05:56:02
ABD715,2023-04-22,05:58:02
AAL100,2023-04-22,05:59:02
