flight,date,time
EZY43PH,2023-10-31,00:00:02
ABV4FS,2023-10-31,00:07:02
EXS33P,2023-10-31,00:23:02
MNB413,2023-10-31,00:36:02
RYR1QM,2023-10-31,00:43:02
RYR95QL,2023-10-31,00:56:02
WUK12UW,2023-10-31,01:00:02
EXS78LQ,2023-10-31,01:09:02
RHH155,2023-10-31,01:18:02
TOM487,2023-10-31,01:22:02
TOM699,2023-10-31,01:51:02
BCS92L,2023-10-31,02:22:02
UAL944,2023-10-31,03:04:02
DLH423,2023-10-31,03:09:02
CFG2017,2023-10-31,03:26:02
UAE6MR,2023-10-31,03:29:02
FDX5047,2023-10-31,03:29:02
DLH443,2023-10-31,03:34:02
KAC118,2023-10-31,03:50:02
ABV3FS,2023-10-31,03:52:02
FPO7SN,2023-10-31,03:55:02
ABR2DI,2023-10-31,03:55:02
UAL974,2023-10-31,04:01:02
DLH401,2023-10-31,04:05:02
KLM714,2023-10-31,04:05:02
UAL124,2023-10-31,04:12:02
QTR8148,2023-10-31,04:21:02
SVA119,2023-10-31,04:24:02
AAL716,2023-10-31,04:26:02
BCS372,2023-10-31,04:34:02
UAL30,2023-10-31,04:40:02
AAL704,2023-10-31,04:42:02
DLH431,2023-10-31,04:46:02
BCS2696,2023-10-31,04:48:02
UAL108,2023-10-31,04:49:02
CHG572,2023-10-31,04:50:02
ACA844,2023-10-31,04:52:03
ETH574,2023-10-31,04:52:03
RHH156,2023-10-31,04:57:02
UAL929,2023-10-31,04:57:02
AAL20,2023-10-31,05:00:02
AUA94,2023-10-31,05:06:02
DLH471,2023-10-31,05:07:03
AUA74,2023-10-31,05:12:02
DLH445,2023-10-31,05:15:02
UAL950,2023-10-31,05:16:02
UAL989,2023-10-31,05:16:02
GTI8086,2023-10-31,05:16:02
OCN8QR,2023-10-31,05:22:02
BAW5ZY,2023-10-31,05:22:02
CFG2403,2023-10-31,05:23:02
DLH419,2023-10-31,05:29:02
BAW24TC,2023-10-31,05:30:02
ACA854,2023-10-31,05:30:02
UAL110,2023-10-31,05:32:02
ETD49D,2023-10-31,05:33:02
DLH403,2023-10-31,05:35:02
BAW28,2023-10-31,05:36:02
BAW19HT,2023-10-31,05:36:02
DAL86,2023-10-31,05:37:02
BAW2ZX,2023-10-31,05:39:02
AAL70,2023-10-31,05:40:02
UBT70Z,2023-10-31,05:43:02
ACA7280,2023-10-31,05:45:02
BAW9V,2023-10-31,05:46:02
ETH500,2023-10-31,05:46:02
VIR104L,2023-10-31,05:47:02
DAL106,2023-10-31,05:48:02
UAE1KM,2023-10-31,05:51:02
BEL52B,2023-10-31,05:51:02
ACA832,2023-10-31,05:51:02
DAL16,2023-10-31,05:52:02
THA910,2023-10-31,05:53:02
BAW246,2023-10-31,05:54:02
KLM736,2023-10-31,05:54:02
BAW8U,2023-10-31,05:55:02
TAY1776,2023-10-31,05:55:02
VIR92,2023-10-31,05:55:02
BAW106,2023-10-31,05:56:02
RYR3854,2023-10-31,05:57:02
UAL14,2023-10-31,05:57:02
AAL50,2023-10-31,05:57:02
AFR293,2023-10-31,05:58:02
UAL918,2023-10-31,05:58:02
JAL41,2023-10-31,05:58:02
BAW1UK,2023-10-31,06:00:02
AIC161,2023-10-31,06:00:02
UPS218,2023-10-31,06:00:02
WUK8TA,2023-10-31,06:02:02
QFA1,2023-10-31,06:02:02
DAL10,2023-10-31,06:03:02
BCS3TW,2023-10-31,06:06:02
UAL972,2023-10-31,06:06:02
VIR118,2023-10-31,06:06:02
EXS56B,2023-10-31,06:09:02
CPA255,2023-10-31,06:09:02
CKS203,2023-10-31,06:11:02
RYR95QX,2023-10-31,06:12:02
TOM5214,2023-10-31,06:12:02
DAL58,2023-10-31,06:14:02
RYR11SB,2023-10-31,06:15:02
TOM045,2023-10-31,06:15:02
SWR81C,2023-10-31,06:16:02
EFW80L,2023-10-31,06:16:02
VIR4C,2023-10-31,06:16:02
AAL100,2023-10-31,06:17:02
WUK4BN,2023-10-31,06:17:02
RYR959R,2023-10-31,06:17:02
TOM92W,2023-10-31,06:19:02
AUA4M,2023-10-31,06:19:02
AAL730,2023-10-31,06:19:02
BAW20R,2023-10-31,06:19:02
RYR708A,2023-10-31,06:20:02
BAW52KV,2023-10-31,06:21:02
ETH700,2023-10-31,06:21:02
UAL999,2023-10-31,06:21:02
RYR7JY,2023-10-31,06:21:02
EXS62FG,2023-10-31,06:21:02
RYR3848,2023-10-31,06:22:02
BAW124,2023-10-31,06:22:02
RYR4FP,2023-10-31,06:23:02
BAW74AF,2023-10-31,06:24:02
ACA864,2023-10-31,06:25:02
TOM5212,2023-10-31,06:26:02
TAP63V,2023-10-31,06:26:02
QTR34A,2023-10-31,06:26:02
HVN55,2023-10-31,06:28:02
ACA50,2023-10-31,06:28:02
UAE7,2023-10-31,06:28:02
RYR203V,2023-10-31,06:29:03
UAE9381,2023-10-31,06:29:03
UAL880,2023-10-31,06:29:03
ACA42,2023-10-31,06:30:02
JBU1620,2023-10-31,06:31:02
EFW97D,2023-10-31,06:32:02
RYR701D,2023-10-31,06:32:02
SHT4G,2023-10-31,06:33:02
QFA9,2023-10-31,06:34:02
RJA264,2023-10-31,06:35:02
RUK3BQ,2023-10-31,06:35:02
AFR32KJ,2023-10-31,06:35:02
DLH439,2023-10-31,06:35:02
TOM1DE,2023-10-31,06:35:02
EJU7847,2023-10-31,06:36:02
RUK8292,2023-10-31,06:36:02
RUK27VV,2023-10-31,06:37:02
BAW27FC,2023-10-31,06:37:02
KLM1058,2023-10-31,06:37:02
BAW9NF,2023-10-31,06:37:02
RYR85NM,2023-10-31,06:38:02
DLH5XV,2023-10-31,06:38:02
RYR20HQ,2023-10-31,06:39:02
UAL901,2023-10-31,06:39:02
WUK9182,2023-10-31,06:39:02
RYR4NW,2023-10-31,06:39:02
SHT6N,2023-10-31,06:40:02
EXS72LK,2023-10-31,06:40:02
KLM1046,2023-10-31,06:40:02
EZY2349,2023-10-31,06:41:02
EZY897V,2023-10-31,06:41:02
DLH441,2023-10-31,06:42:02
RYR2CY,2023-10-31,06:42:02
WUK657,2023-10-31,06:43:02
DLH475,2023-10-31,06:43:02
RYR698,2023-10-31,06:43:02
EXS71YF,2023-10-31,06:44:02
CLF927,2023-10-31,06:45:02
RYR45TC,2023-10-31,06:45:02
AFR65YP,2023-10-31,06:45:02
BEL9HZ,2023-10-31,06:46:02
BAW963,2023-10-31,06:47:02
BAW36DZ,2023-10-31,06:47:02
AAL108,2023-10-31,06:48:02
EWG6HY,2023-10-31,06:49:02
BAW7ED,2023-10-31,06:50:02
UAL182,2023-10-31,06:50:02
AFR97ZB,2023-10-31,06:51:02
TOM67M,2023-10-31,06:51:02
DLH4JV,2023-10-31,06:52:02
RYR17NN,2023-10-31,06:52:02
UAL960,2023-10-31,06:52:02
EZY54WA,2023-10-31,06:52:02
DAL140,2023-10-31,06:52:02
EZY23MT,2023-10-31,06:53:02
LOT286,2023-10-31,06:53:02
CMB971,2023-10-31,06:53:02
BAW78,2023-10-31,06:53:02
DLH9H,2023-10-31,06:54:02
RYR95BR,2023-10-31,06:54:02
UAL920,2023-10-31,06:55:02
SAS51N,2023-10-31,06:56:03
DLH425,2023-10-31,06:56:03
RYR2EE,2023-10-31,06:56:03
RYR9QD,2023-10-31,06:57:02
GUXLA,2023-10-31,06:58:02
ITY229,2023-10-31,06:59:02
TOM6NL,2023-10-31,06:59:02
RUK6266,2023-10-31,07:00:02
SIA306,2023-10-31,07:00:02
RYR16UR,2023-10-31,07:02:02
KLM1000,2023-10-31,07:02:02
TOM3GA,2023-10-31,07:02:02
RYR31JK,2023-10-31,07:02:02
TOM1WB,2023-10-31,07:02:02
EZY34KR,2023-10-31,07:02:02
SHT18H,2023-10-31,07:03:02
EZY74XG,2023-10-31,07:03:02
BAW36BX,2023-10-31,07:03:02
BAW935,2023-10-31,07:03:02
RYR44UP,2023-10-31,07:04:02
SHT3L,2023-10-31,07:04:02
VIR130C,2023-10-31,07:04:02
THY3DR,2023-10-31,07:05:02
TOM60B,2023-10-31,07:05:02
BAW61BU,2023-10-31,07:06:02
BAW812,2023-10-31,07:06:02
BAW142,2023-10-31,07:06:02
AFR63GT,2023-10-31,07:06:02
BAW710,2023-10-31,07:07:02
AAL86,2023-10-31,07:07:02
DLH481,2023-10-31,07:07:02
DAL130,2023-10-31,07:07:02
SAS500,2023-10-31,07:08:02
RYR84VD,2023-10-31,07:08:02
KLM31A,2023-10-31,07:08:02
UAL953,2023-10-31,07:08:02
WUK6FD,2023-10-31,07:09:03
BAW62FZ,2023-10-31,07:10:02
EZY75CA,2023-10-31,07:10:02
BEL5WG,2023-10-31,07:10:02
BAW73PR,2023-10-31,07:11:02
DAL30,2023-10-31,07:11:02
EJU30EA,2023-10-31,07:11:02
VLG6608,2023-10-31,07:11:02
DLH1UT,2023-10-31,07:11:02
BAW957,2023-10-31,07:11:02
OCN65T,2023-10-31,07:12:02
CLX43D,2023-10-31,07:12:02
SWR92E,2023-10-31,07:13:03
BAW35GA,2023-10-31,07:13:03
DLH469,2023-10-31,07:13:03
RYR1PN,2023-10-31,07:13:03
JBU43,2023-10-31,07:14:02
BAW81KY,2023-10-31,07:14:02
SHT2G,2023-10-31,07:15:02
DLH4YA,2023-10-31,07:15:02
AFR1716,2023-10-31,07:15:02
UAL904,2023-10-31,07:15:02
RYR9GZ,2023-10-31,07:15:02
RYR2LV,2023-10-31,07:16:02
BAW678,2023-10-31,07:17:02
EIN8CK,2023-10-31,07:17:02
SHT7M,2023-10-31,07:18:02
BAW14LK,2023-10-31,07:18:02
BAW3XW,2023-10-31,07:18:02
BAW69FL,2023-10-31,07:18:02
EXS52Q,2023-10-31,07:18:02
ETD902,2023-10-31,07:19:02
RYR24FK,2023-10-31,07:19:02
BAW87ZL,2023-10-31,07:20:02
EZY85TU,2023-10-31,07:21:02
ACA836,2023-10-31,07:21:02
RCH427,2023-10-31,07:21:02
SHT19A,2023-10-31,07:21:02
AFR1887,2023-10-31,07:21:02
SIA25,2023-10-31,07:21:02
TOM4ME,2023-10-31,07:21:02
EZY31AH,2023-10-31,07:23:02
VIR303,2023-10-31,07:23:02
BAW98LB,2023-10-31,07:24:02
EZY59WF,2023-10-31,07:24:02
UAL194,2023-10-31,07:24:02
BAW52DA,2023-10-31,07:25:02
RYR7XD,2023-10-31,07:25:02
EZY43PL,2023-10-31,07:25:02
RYR3KE,2023-10-31,07:25:02
BAW59FY,2023-10-31,07:26:02
EXS7YE,2023-10-31,07:26:02
SWR8TZ,2023-10-31,07:26:02
