flight,date,time
RYR7JP,2021-08-23,00:01:02
RYR7GG,2021-08-23,00:11:02
XCH502,2021-08-23,00:12:02
CLX64J,2021-08-23,00:38:02
EZY6062,2021-08-23,01:01:02
EZY89CM,2021-08-23,01:24:02
CLX7787,2021-08-23,01:33:02
EZY59GE,2021-08-23,01:45:02
EXS34YZ,2021-08-23,02:01:02
BFY873R,2021-08-23,02:05:02
EXS85GN,2021-08-23,02:07:02
TOM22B,2021-08-23,02:12:02
QTR8172,2021-08-23,02:35:02
AWC125,2021-08-23,02:45:02
MMZ7987,2021-08-23,03:11:02
TOM9KD,2021-08-23,03:44:02
DLH401,2021-08-23,03:50:02
ETH574,2021-08-23,04:02:02
ETH500,2021-08-23,04:09:02
AAL160,2021-08-23,04:12:02
NCR890,2021-08-23,04:15:02
BCS977,2021-08-23,04:25:02
SWR87,2021-08-23,04:29:02
BAW32,2021-08-23,04:29:02
VIR207,2021-08-23,04:31:02
BAW28,2021-08-23,04:36:02
BAW262,2021-08-23,04:44:02
CPA251,2021-08-23,04:53:02
ACA82,2021-08-23,04:58:02
MSR995,2021-08-23,05:04:02
TRA97B,2021-08-23,05:21:02
ETH3507,2021-08-23,05:26:02
NOS789,2021-08-23,05:31:02
BAW12,2021-08-23,05:39:02
CLX47Y,2021-08-23,05:42:02
AAL100,2021-08-23,05:42:02
UAL950,2021-08-23,05:43:02
ICL971,2021-08-23,05:48:02
VIR602,2021-08-23,05:54:02
BAW34,2021-08-23,05:55:02
BAW40F,2021-08-23,05:57:02
BAW78,2021-08-23,06:03:02
THT68,2021-08-23,06:04:02
SVA107,2021-08-23,06:09:02
EZY23PD,2021-08-23,06:09:02
AAL50,2021-08-23,06:10:02
CPA255,2021-08-23,06:12:02
ACA896,2021-08-23,06:15:02
MEA203,2021-08-23,06:16:02
UPS228,2021-08-23,06:17:02
EZY59VM,2021-08-23,06:19:02
TAP1363,2021-08-23,06:19:02
OMA2103,2021-08-23,06:19:02
EZY83UC,2021-08-23,06:22:02
SIA322,2021-08-23,06:22:02
CFG5MC,2021-08-23,06:23:02
EZY52HU,2021-08-23,06:24:02
UAL999,2021-08-23,06:24:02
BEL516,2021-08-23,06:25:03
TOM166,2021-08-23,06:25:03
ACA898,2021-08-23,06:25:03
EXS5CF,2021-08-23,06:28:02
BAW54,2021-08-23,06:29:02
TFL605,2021-08-23,06:30:02
BAW74,2021-08-23,06:35:02
AAL86,2021-08-23,06:38:02
BAW254,2021-08-23,06:38:02
VIR4C,2021-08-23,06:38:02
ALK503,2021-08-23,06:38:02
DLH403,2021-08-23,06:41:02
QTR09L,2021-08-23,06:41:02
UAE7,2021-08-23,06:41:02
UAL918,2021-08-23,06:41:02
EXS16TE,2021-08-23,06:43:02
TOM4HK,2021-08-23,06:45:02
BAW158,2021-08-23,06:48:02
VIR132,2021-08-23,06:50:02
TOM9W,2021-08-23,06:51:02
RYR7ZU,2021-08-23,06:51:02
ACA864,2021-08-23,06:52:02
RYR2904,2021-08-23,06:55:02
GFA007,2021-08-23,06:56:02
RYR3XR,2021-08-23,06:56:02
EXS2GE,2021-08-23,06:57:02
TAP669,2021-08-23,06:58:02
CBM77,2021-08-23,06:59:02
BAW294,2021-08-23,06:59:02
AFR73EH,2021-08-23,07:01:02
EWG6VP,2021-08-23,07:02:02
RYR330Z,2021-08-23,07:03:02
NAX8AG,2021-08-23,07:07:02
BAW138,2021-08-23,07:08:02
N585DW,2021-08-23,07:08:02
QTR318L,2021-08-23,07:08:02
ULC93,2021-08-23,07:10:02
JAF182,2021-08-23,07:11:02
AFR13YK,2021-08-23,07:11:02
ACA832,2021-08-23,07:12:02
RYR92JB,2021-08-23,07:12:02
AHO323F,2021-08-23,07:12:02
ETD89G,2021-08-23,07:14:02
DAL32,2021-08-23,07:15:02
SWR48X,2021-08-23,07:18:02
EZY52RZ,2021-08-23,07:20:02
RYR6824,2021-08-23,07:20:02
RYR72FY,2021-08-23,07:21:02
EXS1AC,2021-08-23,07:22:02
TRA241K,2021-08-23,07:23:02
BAW492U,2021-08-23,07:23:02
