flight,date,time
RYR42LL,2024-09-13,00:04:02
RYR44VA,2024-09-13,00:10:03
EZY85PR,2024-09-13,00:14:02
RYR9HD,2024-09-13,00:14:02
TOM7LE,2024-09-13,00:15:02
RYR6NY,2024-09-13,00:16:02
EIN4GJ,2024-09-13,00:18:02
EZY15WL,2024-09-13,00:18:02
BCS473,2024-09-13,00:19:02
RUK1VF,2024-09-13,00:19:02
BCS7017,2024-09-13,00:26:02
EZY21RH,2024-09-13,00:27:02
WUK95NE,2024-09-13,00:32:02
RYR8ZG,2024-09-13,00:45:02
RUK282,2024-09-13,00:50:02
RYR84HQ,2024-09-13,00:52:02
RYR31AF,2024-09-13,01:05:02
EXS64RW,2024-09-13,01:10:02
EZY41ZR,2024-09-13,01:17:02
TOM33A,2024-09-13,01:53:02
UAE242,2024-09-13,01:54:02
EZY76PB,2024-09-13,01:59:03
EXS1508,2024-09-13,02:07:02
EZY56CA,2024-09-13,02:23:02
TOM70X,2024-09-13,02:32:02
ETH3518,2024-09-13,02:40:03
MABGV,2024-09-13,02:57:02
EXS89CK,2024-09-13,02:58:02
EZY32ZE,2024-09-13,03:18:02
AFR293,2024-09-13,03:31:02
FDX5202,2024-09-13,03:42:02
FPO7SN,2024-09-13,04:00:02
ACA840,2024-09-13,04:25:02
FDX92,2024-09-13,04:31:02
JBU1407,2024-09-13,04:34:02
TOM7PL,2024-09-13,04:35:02
UPS204,2024-09-13,04:41:02
UAL970,2024-09-13,04:53:03
DLH479,2024-09-13,04:54:02
AFR327,2024-09-13,04:56:02
OCN51,2024-09-13,05:24:02
UAL989,2024-09-13,05:30:02
FDX48,2024-09-13,05:31:02
BAW78,2024-09-13,05:35:02
UAL950,2024-09-13,05:37:02
ACA832,2024-09-13,05:38:02
BAW58L,2024-09-13,05:42:02
VIR4C,2024-09-13,05:44:02
BEL1BT,2024-09-13,05:45:02
DAL224,2024-09-13,05:46:02
AAL174,2024-09-13,05:46:02
UAL999,2024-09-13,05:48:02
ACA844,2024-09-13,05:49:02
AAL100,2024-09-13,05:50:02
DAL30,2024-09-13,05:52:02
ACA826,2024-09-13,05:56:02
BAW25GP,2024-09-13,05:56:02
UAL110,2024-09-13,06:00:02
DAL16,2024-09-13,06:01:02
JAL41,2024-09-13,06:01:02
TSC250,2024-09-13,06:06:02
BAW216,2024-09-13,06:06:02
BAW5CA,2024-09-13,06:06:02
AFR159X,2024-09-13,06:07:02
EZY59JG,2024-09-13,06:07:02
SWR81C,2024-09-13,06:10:02
BAW4EA,2024-09-13,06:11:02
RYR856G,2024-09-13,06:12:02
TSC154,2024-09-13,06:13:02
AFR051,2024-09-13,06:13:02
BAW40F,2024-09-13,06:14:02
RYR7NW,2024-09-13,06:15:03
EXS1517,2024-09-13,06:18:02
AFR375U,2024-09-13,06:18:02
EZY58VL,2024-09-13,06:19:03
BAW11J,2024-09-13,06:19:03
RYR66YB,2024-09-13,06:20:02
TRA8J,2024-09-13,06:20:02
UAL901,2024-09-13,06:20:02
DAL98,2024-09-13,06:20:02
SVA062,2024-09-13,06:21:02
AAL736,2024-09-13,06:21:02
BAW9NF,2024-09-13,06:22:02
TOM9FY,2024-09-13,06:26:02
ACA854,2024-09-13,06:26:02
EZY56MN,2024-09-13,06:26:02
BAW2CE,2024-09-13,06:26:02
AFR337G,2024-09-13,06:27:03
EXS94VU,2024-09-13,06:27:03
BAW710R,2024-09-13,06:28:02
UAL14,2024-09-13,06:28:02
EXS17MT,2024-09-13,06:28:02
EZY12KM,2024-09-13,06:28:02
EZY87QD,2024-09-13,06:28:02
EZY37YD,2024-09-13,06:29:02
RYR62B,2024-09-13,06:30:02
SHT8P,2024-09-13,06:33:02
DAL58,2024-09-13,06:33:02
DAL140,2024-09-13,06:35:03
BAW8NG,2024-09-13,06:35:03
EZY29GP,2024-09-13,06:35:03
RYR91TM,2024-09-13,06:36:02
EXS82T,2024-09-13,06:37:02
RYR4500,2024-09-13,06:38:02
SAS2773,2024-09-13,06:38:02
DAL228,2024-09-13,06:38:02
BEL9HZ,2024-09-13,06:38:02
VIR92MC,2024-09-13,06:39:02
BAW472M,2024-09-13,06:39:02
TOM5YX,2024-09-13,06:41:02
TAP63V,2024-09-13,06:41:02
ULC66,2024-09-13,06:41:02
RYR42GV,2024-09-13,06:42:03
RYR68EC,2024-09-13,06:42:03
EZY48KE,2024-09-13,06:44:02
IBE31BB,2024-09-13,06:44:02
RUK21NF,2024-09-13,06:45:02
AFR21JD,2024-09-13,06:46:02
SHT13C,2024-09-13,06:46:02
UAL960,2024-09-13,06:47:02
EZY742A,2024-09-13,06:47:02
AFR15GB,2024-09-13,06:47:02
AFR637K,2024-09-13,06:48:02
DLH9H,2024-09-13,06:48:02
RYR4HG,2024-09-13,06:48:02
UAL231,2024-09-13,06:48:02
EZY14AV,2024-09-13,06:48:02
LOT286,2024-09-13,06:49:02
RYR653J,2024-09-13,06:49:02
RYR26YY,2024-09-13,06:49:02
EXS5NT,2024-09-13,06:49:02
TOM7AH,2024-09-13,06:50:02
EXS85K,2024-09-13,06:50:02
AFR28SV,2024-09-13,06:50:02
SAS500,2024-09-13,06:51:02
VIR46K,2024-09-13,06:51:02
BAW6W,2024-09-13,06:51:02
EXS583,2024-09-13,06:52:02
EXS65NA,2024-09-13,06:52:02
OCN827,2024-09-13,06:52:02
RYR62UM,2024-09-13,06:53:02
BAW72J,2024-09-13,06:53:02
AUA4M,2024-09-13,06:54:02
EZY98JQ,2024-09-13,06:54:02
EIN14Y,2024-09-13,06:55:02
RYR9FH,2024-09-13,06:56:02
TOM3NX,2024-09-13,06:57:02
THY7JE,2024-09-13,06:57:02
EZY18QU,2024-09-13,06:57:02
ACA866,2024-09-13,06:57:02
THT508,2024-09-13,06:58:02
EXS5BR,2024-09-13,06:58:02
BAW246,2024-09-13,06:58:02
AFR26UF,2024-09-13,06:59:03
RYR6NP,2024-09-13,06:59:03
AFR99CV,2024-09-13,06:59:03
