flight,date,time
FDX21,2022-07-27,00:00:02
BCS72J,2022-07-27,00:00:02
RYR6QM,2022-07-27,00:00:02
RYR7TZ,2022-07-27,00:00:02
ELY314,2022-07-27,00:00:02
NYX300,2022-07-27,00:00:02
EZY2096,2022-07-27,00:02:02
RUK44FZ,2022-07-27,00:03:02
EZY17TW,2022-07-27,00:07:02
RYR57ER,2022-07-27,00:07:02
BCS7117,2022-07-27,00:08:02
EXS3PZ,2022-07-27,00:08:02
RYR94LV,2022-07-27,00:10:02
TOM239,2022-07-27,00:11:02
BCS473,2022-07-27,00:22:02
EIN799,2022-07-27,00:23:02
EXS1VE,2022-07-27,00:26:02
EXS71GL,2022-07-27,00:29:02
THY4,2022-07-27,00:30:02
EXS13TX,2022-07-27,00:32:02
EXS3M,2022-07-27,00:33:02
THY4KD,2022-07-27,00:33:02
EXS3HE,2022-07-27,00:36:02
RUK19WC,2022-07-27,00:36:02
WUK2972,2022-07-27,00:40:02
EIN44Y,2022-07-27,00:47:02
THY84U,2022-07-27,00:49:02
RYR56UD,2022-07-27,00:50:02
EZY32QH,2022-07-27,00:51:02
EZY6284,2022-07-27,00:55:02
CMB543,2022-07-27,00:59:02
CMB517,2022-07-27,01:00:02
EXS622B,2022-07-27,01:01:02
EZY54BL,2022-07-27,01:10:02
EXS4YB,2022-07-27,01:10:02
ABX957,2022-07-27,01:12:02
EXS46Y,2022-07-27,01:12:02
TOM41Y,2022-07-27,01:12:02
ICE7LE,2022-07-27,01:23:02
EZY81NK,2022-07-27,01:27:02
EZY96ZB,2022-07-27,01:28:02
TOM78V,2022-07-27,01:28:02
EXS34R,2022-07-27,01:38:02
EZY93TB,2022-07-27,01:40:02
ABX983,2022-07-27,01:45:02
MNB251,2022-07-27,01:47:02
EXS81FC,2022-07-27,01:52:02
ABD712,2022-07-27,02:03:02
WUK4452,2022-07-27,02:03:02
TOM6KM,2022-07-27,02:04:02
EXS88C,2022-07-27,02:08:02
TOM3KH,2022-07-27,02:10:02
BCS92L,2022-07-27,02:11:02
EXS74B,2022-07-27,02:13:03
TOM77E,2022-07-27,02:14:02
EZY95CQ,2022-07-27,02:17:02
BCS6YG,2022-07-27,02:18:02
EXS36BG,2022-07-27,02:21:02
TOM7VM,2022-07-27,02:24:02
EZY41UE,2022-07-27,02:24:02
UPS217,2022-07-27,02:25:02
TOM1FJ,2022-07-27,02:26:02
BCS426,2022-07-27,02:27:02
RVR6NM,2022-07-27,02:33:02
UAL91,2022-07-27,02:38:02
BOX193,2022-07-27,02:38:02
AAL160,2022-07-27,02:49:02
IMX112,2022-07-27,02:53:02
FDX95,2022-07-27,02:55:02
EXS95YL,2022-07-27,02:57:02
RYR69QY,2022-07-27,02:57:02
RYR1GB,2022-07-27,03:08:02
THY183,2022-07-27,03:15:02
PAC369,2022-07-27,03:17:02
BCS2696,2022-07-27,03:19:02
UAL84,2022-07-27,03:29:02
UAL141,2022-07-27,03:29:02
ELY032,2022-07-27,03:39:02
FDX5047,2022-07-27,03:42:02
BCS461,2022-07-27,03:44:02
BCS463,2022-07-27,03:47:02
FDX5204,2022-07-27,03:50:03
ETH574,2022-07-27,03:51:02
AWC2D,2022-07-27,03:54:02
TAY4294,2022-07-27,03:56:02
TAY4617,2022-07-27,03:57:02
ETH500,2022-07-27,04:09:02
MLD832,2022-07-27,04:15:02
QTR8150,2022-07-27,04:18:02
VIR450,2022-07-27,04:25:02
DLH4T3,2022-07-27,04:30:02
AAL44,2022-07-27,04:36:02
TRA8N,2022-07-27,04:45:02
CLX57L,2022-07-27,04:46:02
ELY002,2022-07-27,04:48:02
DLH437,2022-07-27,04:50:02
NYX301,2022-07-27,04:50:02
ACA832,2022-07-27,04:52:02
BAW16,2022-07-27,04:52:02
AUA90,2022-07-27,04:53:02
AAL716,2022-07-27,04:56:02
BAW74,2022-07-27,04:56:02
UAL918,2022-07-27,04:58:02
BAW262,2022-07-27,05:02:02
ABR441,2022-07-27,05:05:02
UAL30,2022-07-27,05:10:02
MSR986,2022-07-27,05:13:02
MAS2,2022-07-27,05:23:02
ACP2601,2022-07-27,05:28:02
UAL52,2022-07-27,05:31:02
ACA74,2022-07-27,05:32:02
AUA94,2022-07-27,05:34:02
ACA834,2022-07-27,05:37:02
BEL52B,2022-07-27,05:42:02
BCS464,2022-07-27,05:43:02
BAW40F,2022-07-27,05:43:02
AAL100,2022-07-27,05:46:02
ACA844,2022-07-27,05:47:02
ACA864,2022-07-27,05:47:02
BAW106,2022-07-27,05:47:02
BAW9E,2022-07-27,05:47:02
VIR4C,2022-07-27,05:48:02
QTR8158,2022-07-27,05:50:02
BAW122,2022-07-27,05:50:02
BAW58L,2022-07-27,05:50:02
BAW64M,2022-07-27,05:52:02
BAW32,2022-07-27,05:56:02
AAL50,2022-07-27,05:59:02
